Hospital Address,Hospital City,Hospital State,Won/Lost/Exisiting,Hospital Type,Total Births,Exclusive BF%,Exclusive FF%,Exclusive Supplement,Net Preterm
"MID-VALLEY HOSP, 810 JASMINE STREET, OMAK, WA, 98841",OMAK,WA,Existing,Abbott Exclusive,215,60.0%,30.0%,10.0%,1
"MILBANK AREA HOSPITAL AVERA, 301 FLYNN DRIVE, MILBANK, SD, 57252",MILBANK,SD,Existing,Abbott Exclusive,40,84.0%,7.0%,9.0%,0
"MILE BLUFF MEDICAL CENTER, 1050 DIVISION STREET, MAUSTON, WI, 53948",MAUSTON,WI,Existing,Abbott Exclusive,151,58.0%,15.0%,27.0%,5
"MILLS PENINSULA MED CTR, 1501 TROUSDALE DRIVE, BURLINGAME, CA, 94010",BURLINGAME,CA,Existing,Abbott Exclusive,1921,60.0%,5.0%,35.0%,120
"MINDEN MEDICAL CENTER, ONE MEDICAL PLAZA, MINDEN, LA, 71055",MINDEN,LA,Existing,Abbott Exclusive,747,18.0%,70.0%,12.0%,30
"MISSION HOSPITAL MCDOWELL, 430 RANKIN DRIVE, MARION, NC, 28752",MARION,NC,Existing,Abbott Exclusive,274,40.0%,50.0%,10.0%,1
"MISSION HOSPITAL MISSION VIEJO, 27700 MEDICAL CENTER ROAD, MISSION VIEJO, CA, 92691",MISSION VIEJO,CA,Existing,Abbott Exclusive,894,80.0%,10.0%,10.0%,194
"MISSION HOSPITAL, 509 BILTMORE AVENUE, ASHEVILLE, NC, 28801",ASHEVILLE,NC,Existing,Abbott Exclusive,3987,80.0%,15.0%,5.0%,440
"MISSION TRAIL BAPTIST HOSPITAL, 3333 RESEARCH PLAZA, SAN ANTONIO, TX, 78235",SAN ANTONIO,TX,Existing,Abbott Exclusive,1110,20.0%,60.0%,20.0%,55
"MISSISSIPPI BAPTIST MEDICAL CENTER, 1225 NORTH STATE STREET, JACKSON, MS, 39202",JACKSON,MS,Existing,Abbott Exclusive,1829,43.0%,22.0%,35.0%,200
"MOAB REGIONAL HOSPITAL, 450 WILLIAMS WAY, MOAB, UT, 84532",MOAB,UT,Existing,Abbott Exclusive,88,75.0%,10.0%,15.0%,2
"MONADNOCK COMMUNITY HOSPITAL, 452 OLD STREET ROAD, PETERBOROUGH, NH, 03458",PETERBOROUGH,NH,Existing,Abbott Exclusive,330,85.0%,10.0%,5.0%,15
"MONMOUTH MEDICAL CENTER, 300 SECOND AVENUE, LONG BRANCH, NJ, 07740",LONG BRANCH,NJ,Existing,Abbott Exclusive,5850,30.0%,45.0%,25.0%,550
"MONONGALIA GENERAL HOSPITAL, 1200 J D ANDERSON DRIVE, MORGANTOWN, WV, 26505",MORGANTOWN,WV,Existing,Abbott Exclusive,1203,75.0%,20.0%,5.0%,0
"MONROE CLINIC HOSPITAL, 515 22ND AVENUE, MONROE, WI, 53566",MONROE,WI,Existing,Abbott Exclusive,415,68.0%,11.0%,21.0%,5
"MONTEFIORE MEDICAL CENTER WAKEFIELD, 600 EAST 233RD STREET, BRONX, NY, 10466",BRONX,NY,Existing,Abbott Exclusive,1484,10.0%,10.0%,80.0%,215
"MONTEFIORE MEDICAL CENTER, 1825 EASTCHESTER ROAD, BRONX, NY, 10461",BRONX,NY,Existing,Abbott Exclusive,4800,20.0%,20.0%,60.0%,600
"MONTEFIORE NYACK HOSPITAL, 160 NORTH MIDLAND AVENUE, NYACK, NY, 10960",NYACK,NY,Existing,Abbott Exclusive,1481,65.0%,10.0%,25.0%,241
"MOREHOUSE GENERAL HOSP, 323 W WALNUT, BASTROP, LA, 71220",BASTROP,LA,Existing,Abbott Exclusive,325,5.0%,85.0%,10.0%,20
"MORRIS COUNTY HOSPITAL, 600 N WASHINGTON AVE, COUNCIL GROVE, KS, 66846",COUNCIL GROVE,KS,Existing,Abbott Exclusive,16,60.0%,15.0%,25.0%,0
"MORRIS HOSPITAL, 150 WEST HIGH ST, MORRIS, IL, 60450",MORRIS,IL,Existing,Abbott Exclusive,685,60.0%,,,50
"MORTON PLANT HOSPITAL, 300 PINELLAS STREET, CLEARWATER, FL, 33756",CLEARWATER,FL,Existing,Abbott Exclusive,2157,74.0%,7.0%,19.0%,184
"MOSES TAYLOR HOSPITAL, 700 QUINCY AVENUE, SCRANTON, PA, 18510",SCRANTON,PA,Existing,Abbott Exclusive,2300,60.0%,15.0%,25.0%,150
"MOUNT AUBURN HOSPITAL, 330 MOUNT AUBURN STREET, CAMBRIDGE, MA, 02138",CAMBRIDGE,MA,Lost,Abbott Exclusive,2477,64.0%,15.0%,21.0%,218
"MOUNT CARMEL EAST HOSPITAL, 6001 EAST BROAD STREET, COLUMBUS, OH, 43213",COLUMBUS,OH,Existing,Abbott Exclusive,2117,55.0%,10.0%,35.0%,160
"MOUNT CARMEL GROVE CITY HOSPITAL, 5300 NORTH MEADOWS DRIVE, GROVE CITY, OH, 43123",GROVE CITY,OH,Existing,Abbott Exclusive,1084,50.0%,20.0%,30.0%,64
"MOUNT CARMEL ST ANNS HOSPITAL, 500 SOUTH CLEVELAND AVENUE, WESTERVILLE, OH, 43081",WESTERVILLE,OH,Existing,Abbott Exclusive,3545,55.0%,10.0%,35.0%,0
"MOUNT PLEASANT HOSPITAL, 3500 HIGHWAY 17 NORTH, MOUNT PLEASANT, SC, 29466",MOUNT PLEASANT,SC,Existing,Abbott Exclusive,0,90.0%,10.0%,0.0%,0
"MOUNT SINAI BETH ISRAEL, FIRST AVENUE AT 16TH STREET, NEW YORK, NY, 10003",NEW YORK,NY,Existing,Abbott Exclusive,0,0.0%,0.0%,100.0%,0
"MOUNT SINAI HOSPITAL MEDICAL CTR, 2750 W 15TH PL, CHICAGO, IL, 60608",CHICAGO,IL,Existing,Abbott Exclusive,1720,20.0%,30.0%,50.0%,120
"MOUNT SINAI HOSPITAL, ONE GUSTAVE L LEVY PLACE, NEW YORK, NY, 10029",NEW YORK,NY,Existing,Abbott Exclusive,8100,32.0%,20.0%,48.0%,1135
"MOUNT SINAI MEDICAL CENTER, 4300 ALTON ROAD, MIAMI BEACH, FL, 33140",MIAMI BEACH,FL,Existing,Abbott Exclusive,2271,35.0%,20.0%,45.0%,220
"MOUNT SINAI WEST, 1000 TENTH AVENUE, NEW YORK, NY, 10019",NEW YORK,NY,Existing,Abbott Exclusive,4046,45.0%,15.0%,40.0%,610
"MOUNTAIN POINT MEDICAL CENTER, 3000 NORTH TRIUMPH BLVD, LEHI, UT, 84043",LEHI,UT,Existing,Abbott Exclusive,855,65.0%,5.0%,30.0%,0
"MOUNTAIN VIEW HOSPITAL, 1000 EAST 100 NORTH, PAYSON, UT, 84651",PAYSON,UT,Existing,Abbott Exclusive,972,60.0%,40.0%,0.0%,6
"MOUNTAIN VISTA MEDICAL CENTER, 1301 SOUTH CRISMON ROAD, MESA, AZ, 85209",MESA,AZ,Existing,Abbott Exclusive,932,70.0%,30.0%,0.0%,55
"MOUNTAINVIEW HOSPITAL, 3100 NORTH TENAYA WAY, LAS VEGAS, NV, 89128",LAS VEGAS,NV,Existing,Abbott Exclusive,2760,40.0%,25.0%,35.0%,275
"MULTICARE AUBURN MEDICAL CENTER, 202 NORTH DIVISION STREET, AUBURN, WA, 98001",AUBURN,WA,Existing,Abbott Exclusive,1450,52.0%,20.0%,28.0%,50
"MULTICARE COVINGTON MEDICAL CTR, 17700 SE 272ND STREET, COVINGTON, WA, 98042",COVINGTON,WA,Existing,Abbott Exclusive,0,0.0%,0.0%,100.0%,0
"MULTICARE DEACONESS HOSPITAL, 800 WEST 5TH AVENUE, SPOKANE, WA, 99204",SPOKANE,WA,Existing,Abbott Exclusive,1705,85.0%,4.0%,11.0%,202
"MULTICARE GOOD SAMARITAN HOSP, 401 15TH AVENUE SE, PUYALLUP, WA, 98372",PUYALLUP,WA,Existing,Abbott Exclusive,2086,66.0%,4.0%,30.0%,208
"MULTICARE TACOMA GEN HOSPITAL, 315 MARTIN LUTHER KING JR WAY, TACOMA, WA, 98405",TACOMA,WA,Existing,Abbott Exclusive,3309,67.0%,13.0%,20.0%,391
"MULTICARE VALLEY HOSPITAL, 12606 EAST MISSION AVENUE, SPOKANE VALLEY, WA, 99216",SPOKANE VALLEY,WA,Existing,Abbott Exclusive,599,55.0%,2.0%,43.0%,1
"MULTICARE YAKIMA MEMORIAL HOSP, 2811 TIETON DRIVE, YAKIMA, WA, 98902",YAKIMA,WA,Existing,Abbott Exclusive,2426,72.0%,6.0%,22.0%,216
"MUNSON HEALTHCARE CADILLAC HOSPITAL, 400 HOBART STREET, CADILLAC, MI, 49601",CADILLAC,MI,Existing,Abbott Exclusive,335,50.0%,40.0%,10.0%,5
"MUNSON HEALTHCARE CHARLEVOIX HOSP, 14700 LAKE SHORE DRIVE, CHARLEVOIX, MI, 49720",CHARLEVOIX,MI,Existing,Abbott Exclusive,348,80.0%,20.0%,0.0%,0
"MUNSON HEALTHCARE GRAYLING HOSPITAL, 1100 MICHIGAN AVENUE, GRAYLING, MI, 49738",GRAYLING,MI,Existing,Abbott Exclusive,340,70.0%,15.0%,15.0%,10
"MUNSON HEALTHCARE MANISTEE HOSPITAL, 1465 EAST PARKDALE AVENUE, MANISTEE, MI, 49660",MANISTEE,MI,Existing,Abbott Exclusive,0,0.0%,,,0
"MUNSON HLTHCARE OTSEGO MEM HOSP, 825 NORTH CENTER AVENUE, GAYLORD, MI, 49735",GAYLORD,MI,Existing,Abbott Exclusive,345,35.0%,50.0%,15.0%,5
"MUNSON MEDICAL CENTER, 1105 SIXTH STREET, TRAVERSE CITY, MI, 49684",TRAVERSE CITY,MI,Existing,Abbott Exclusive,1785,65.0%,20.0%,15.0%,165
"MURRAY-CALLOWAY COUNTY HOSPITAL, 803 POPLAR STREET, MURRAY, KY, 42071",MURRAY,KY,Existing,Abbott Exclusive,600,50.0%,40.0%,10.0%,0
"MUSC HEALTH FLORENCE MEDICAL CTR, 805 PAMPLICO HIGHWAY, FLORENCE, SC, 29505",FLORENCE,SC,Existing,Abbott Exclusive,957,25.0%,50.0%,25.0%,8
"MUSC SHAWN JENKINS CHILDRENS HOSP, 10 MCCLENNAN BANKS DR, CHARLESTON, SC, 29401",CHARLESTON,SC,Existing,Abbott Exclusive,3322,60.0%,20.0%,20.0%,800
"MYMICHIGAN MEDICAL CENTER GRATIOT, 300 EAST WARWICK DRIVE, ALMA, MI, 48801",ALMA,MI,Lost,Abbott Exclusive,477,60.0%,10.0%,30.0%,0
"MYMICHIGAN MEDICAL CENTER MIDLAND, 4000 WELLNESS DRIVE, MIDLAND, MI, 48670",MIDLAND,MI,Lost,Abbott Exclusive,1321,64.0%,22.0%,14.0%,22
"NASH GENERAL HOSPITAL, 2460 CURTIS ELLIS DRIVE, ROCKY MOUNT, NC, 27804",ROCKY MOUNT,NC,Existing,Abbott Exclusive,1176,43.0%,24.0%,33.0%,122
"NASHVILLE GEN HOSPITAL AT MEHARRY, 1818 ALBION STREET, NASHVILLE, TN, 37208",NASHVILLE,TN,Existing,Abbott Exclusive,411,27.0%,36.0%,37.0%,10
"NATCHITOCHES REGIONAL MEDICAL CTR, 501 KEYSER AVENUE, NATCHITOCHES, LA, 71457",NATCHITOCHES,LA,Existing,Abbott Exclusive,670,15.0%,75.0%,10.0%,0
"NATIONWIDE CHILDRENS HOSPITAL, 255 EAST MAIN STREET, COLUMBUS, OH, 43215",COLUMBUS,OH,Lost,Abbott Exclusive,6703,10.0%,60.0%,30.0%,3521
"NATIVIDAD MEDICAL CENTER, 1441 CONSTITUTION BLVD, SALINAS, CA, 93912",SALINAS,CA,Existing,Abbott Exclusive,3510,70.0%,30.0%,0.0%,150
"NAVAL HOSPITAL, FLORIDA CANYON ROAD, SAN DIEGO, CA, 92134",SAN DIEGO,CA,Existing,Abbott Exclusive,3916,42.0%,,,714
"NAVICENT HEALTH BALDWIN, 821 NORTH COBB STREET, MILLEDGEVILLE, GA, 31061",MILLEDGEVILLE,GA,Existing,Abbott Exclusive,530,45.0%,35.0%,20.0%,10
"NAVICENT HEALTH MEDICAL CENTER, 777 HEMLOCK STREET, MACON, GA, 31201",MACON,GA,Existing,Abbott Exclusive,3331,64.0%,16.0%,20.0%,593
"NEA BAPTIST MEMORIAL HOSPITAL, 4800 EAST JOHNSON AVENUE, JONESBORO, AR, 72401",JONESBORO,AR,Existing,Abbott Exclusive,1032,41.0%,25.0%,34.0%,117
"NEBRASKA MEDICINE - BELLEVUE, 2500 BELLEVUE MEDICAL CTR DR, BELLEVUE, NE, 68123",BELLEVUE,NE,Existing,Abbott Exclusive,0,0.0%,0.0%,100.0%,0
"NEBRASKA MEDICINE, 987400 NEBRASKA MEDICAL CENTER, OMAHA, NE, 68198",OMAHA,NE,Existing,Abbott Exclusive,1970,74.0%,20.0%,6.0%,420
"NEVADA REGIONAL MEDICAL CENTER, 800 SOUTH ASH STREET, NEVADA, MO, 64772",NEVADA,MO,Existing,Abbott Exclusive,285,40.0%,40.0%,20.0%,10
"NEW BEDFORD CARE CENTER, 33272 STATE ROUTE 643, FRESNO, OH, 43824",FRESNO,OH,Existing,Abbott Exclusive,110,98.0%,1.0%,1.0%,0
"NEW ULM MED CTR, 1324 FIFTH STREET NORTH, NEW ULM, MN, 56073",NEW ULM,MN,Existing,Abbott Exclusive,309,70.0%,15.0%,15.0%,9
"NEWARK BETH ISRAEL MEDICAL CENTER, 201 LYONS AVENUE AT OSBORNE TERRACE, NEWARK, NJ, 07112",NEWARK,NJ,Existing,Abbott Exclusive,3525,21.0%,58.0%,21.0%,525
"NEWBERRY COUNTY MEMORIAL HOSPITAL, 2669 KINARD STREET, NEWBERRY, SC, 29108",NEWBERRY,SC,Existing,Abbott Exclusive,308,35.0%,55.0%,10.0%,5
"NEWPORT HOSPITAL, 11 FRIENDSHIP STREET, NEWPORT, RI, 02840",NEWPORT,RI,Existing,Abbott Exclusive,445,60.0%,5.0%,35.0%,0
"NEWTON MEDICAL CENTER, 600 MEDICAL CENTER DR, NEWTON, KS, 67114",NEWTON,KS,Existing,Abbott Exclusive,537,80.0%,10.0%,10.0%,0
"NMMC GILMORE AMORY, 1105 EARL FRYE BOULEVARD, AMORY, MS, 38821",AMORY,MS,Existing,Abbott Exclusive,627,35.0%,60.0%,5.0%,60
"NO KANSAS CITY MEM HOSP, 2800 CLAY EDWARDS DR, KANSAS CITY, MO, 64116",KANSAS CITY,MO,Existing,Abbott Exclusive,2001,74.0%,8.0%,18.0%,100
"NORTH ARKANSAS REG MED CTR, 620 N MAIN, HARRISON, AR, 72601",HARRISON,AR,Existing,Abbott Exclusive,482,60.0%,30.0%,10.0%,20
"NORTH AUSTIN MEDICAL CENTER, 12221 MOPAC EXPRESSWAY NORTH, AUSTIN, TX, 78758",AUSTIN,TX,Existing,Abbott Exclusive,9523,44.0%,8.0%,48.0%,1463
"NORTH CADDO MED CNTR, 1000 S SPRUCE ST, VIVIAN, LA, 71082",VIVIAN,LA,Existing,Abbott Exclusive,30,10.0%,80.0%,10.0%,0
"NORTH CENTRAL BAPTIST HOSPITAL, 1150 BRUSSELS STREET, SAN ANTONIO, TX, 78219",SAN ANTONIO,TX,Lost,Abbott Exclusive,5198,56.0%,10.0%,34.0%,455
"NORTH CENTRAL BRONX HOSPITAL, 3424 KOSSUTH AVENUE, BRONX, NY, 10467",BRONX,NY,Existing,Abbott Exclusive,850,40.0%,60.0%,0.0%,200
"NORTH COLORADO MED CTR, 1801 16TH ST, GREELEY, CO, 80631",GREELEY,CO,Existing,Abbott Exclusive,1269,65.0%,7.0%,28.0%,183
"NORTH FLORIDA REGIONAL MEDICAL CTR, 6500 NEWBERRY ROAD, GAINESVILLE, FL, 32605",GAINESVILLE,FL,Lost,Abbott Exclusive,3650,68.0%,8.0%,24.0%,510
"NORTH MISS MED CENTER WEST POINT, 150 MEDICAL CENTER DRIVE, WEST POINT, MS, 39773",WEST POINT,MS,Existing,Abbott Exclusive,407,30.0%,40.0%,30.0%,5
"NORTH MISSISSIPPI MEDICAL CENTER, 4566 SOUTH EASON BLVD, TUPELO, MS, 38801",TUPELO,MS,Existing,Abbott Exclusive,4025,40.0%,27.0%,33.0%,825
"NORTH OAKS MEDICAL CTR, 15790 MEDICAL CENTER DR, HAMMOND, LA, 70403",HAMMOND,LA,Existing,Abbott Exclusive,1200,35.0%,65.0%,0.0%,88
"NORTH OKALOOSA MEDICAL CENTER, 151 EAST REDSTONE AVENUE, CRESTVIEW, FL, 32539",CRESTVIEW,FL,Lost,Abbott Exclusive,702,70.0%,10.0%,20.0%,2
"NORTH SHORE UNIVERSITY HOSPITAL, 300 COMMUNITY DRIVE, MANHASSET, NY, 11030",MANHASSET,NY,Existing,Abbott Exclusive,6703,18.0%,8.0%,74.0%,973
"NORTH VALLEY HOSPITAL, 1600 HOSPITAL WAY, WHITEFISH, MT, 59937",WHITEFISH,MT,Existing,Abbott Exclusive,572,90.0%,,,10
"NORTHEAST GA MED CTR HABERSHAM, 541 HISTORIC HIGHWAY 441, DEMOREST, GA, 30535",DEMOREST,GA,Lost,Abbott Exclusive,401,25.0%,60.0%,15.0%,0
"NORTHEAST GEORGIA MED CTR BRASELTON, 1400 RIVER PLACE, BRASELTON, GA, 30517",BRASELTON,GA,Existing,Abbott Exclusive,750,55.0%,45.0%,0.0%,50
"NORTHEAST GEORGIA MEDICAL CENTER, 743 SPRING STREET, GAINESVILLE, GA, 30501",GAINESVILLE,GA,Existing,Abbott Exclusive,4797,55.0%,35.0%,10.0%,1107
"NORTHEAST REGIONAL MEDICAL CENTER, 315 SOUTH OSTEOPATHY STREET, KIRKSVILLE, MO, 63501",KIRKSVILLE,MO,Existing,Abbott Exclusive,493,30.0%,20.0%,50.0%,3
"NORTHERN DUTCHESS HOSPITAL, 6511 SPRINGBROOK AVENUE, RHINEBECK, NY, 12572",RHINEBECK,NY,Existing,Abbott Exclusive,882,89.0%,11.0%,0.0%,-10
"NORTHERN MONTANA HOSP, 30 W 13TH ST, HAVRE, MT, 59501",HAVRE,MT,Existing,Abbott Exclusive,384,10.0%,80.0%,10.0%,10
"NORTHERN NAVAJO MEDICAL CENTER, US HIGHWAY 491 NORTH, SHIPROCK, NM, 87420",SHIPROCK,NM,Existing,Abbott Exclusive,110,65.0%,5.0%,30.0%,0
"NORTHERN NEVADA SIERRA MED CTR, 625 INNOVATION DRIVE, RENO, NV, 89511",RENO,NV,Existing,Abbott Exclusive,500,90.0%,10.0%,0.0%,0
"NORTHERN WESTCHESTER HOSPITAL, 400 EAST MAIN STREET, MOUNT KISCO, NY, 10549",MOUNT KISCO,NY,Existing,Abbott Exclusive,2094,43.0%,7.0%,50.0%,123
"NORTHSIDE HOSPITAL - FORSYTH, 1200 NORTHSIDE FORSYTH DRIVE, CUMMING, GA, 30041",CUMMING,GA,Existing,Abbott Exclusive,3798,50.0%,10.0%,40.0%,521
"NORTHSIDE HOSPITAL CHEROKEE, 450 NORTHSIDE CHEROKEE BLVD, CANTON, GA, 30115",CANTON,GA,Existing,Abbott Exclusive,2680,65.0%,15.0%,20.0%,241
"NORTHSIDE HOSPITAL, 1000 JOHNSON FERRY ROAD N E, ATLANTA, GA, 30342",ATLANTA,GA,Existing,Abbott Exclusive,15916,65.0%,10.0%,25.0%,1824
"NORTHWEST COMM HOSP, 800 W CENTRAL, ARLINGTON HEIGHTS, IL, 60005",ARLINGTON HEIGHTS,IL,Existing,Abbott Exclusive,2450,65.0%,7.0%,28.0%,300
"NORTHWEST HEALTH LA PORTE, 1007 LINCOLNWAY, LA PORTE, IN, 46350",LA PORTE,IN,Existing,Abbott Exclusive,505,60.0%,40.0%,0.0%,20
"NORTHWEST HEALTH PORTER, 85 EAST US HIGHWAY 6, VALPARAISO, IN, 46383",VALPARAISO,IN,Existing,Abbott Exclusive,1562,65.0%,17.0%,18.0%,100
"NORTHWEST MED CTR-BENTONVILLE, 3000 MEDICAL CENTER PARKWAY, BENTONVILLE, AR, 72712",BENTONVILLE,AR,Existing,Abbott Exclusive,1098,70.0%,20.0%,10.0%,0
"NORTHWEST MEDICAL CENTER HOUGHTON, 2200 SOUTH HOUGHTON ROAD, TUCSON, AZ, 85748",TUCSON,AZ,Existing,Abbott Exclusive,600,30.0%,40.0%,30.0%,50
"NORTHWEST MEDICAL CENTER, 6200 NORTH LACHOLLA BLVD, TUCSON, AZ, 85741",TUCSON,AZ,Existing,Abbott Exclusive,1633,60.0%,10.0%,30.0%,202
"NORTHWEST TEXAS HOSPITAL, 1501 SOUTH COULTER DRIVE, AMARILLO, TX, 79106",AMARILLO,TX,Existing,Abbott Exclusive,3205,30.0%,30.0%,40.0%,425
"NORTHWESTERN LAKE FOREST HOSP, 1000 NORTH WESTMORELAND ROAD, LAKE FOREST, IL, 60045",LAKE FOREST,IL,Existing,Abbott Exclusive,1688,50.0%,10.0%,40.0%,50
"NORTHWESTERN MEMORIAL HOSPITAL, 251 EAST HURON STREET, CHICAGO, IL, 60611",CHICAGO,IL,Existing,Abbott Exclusive,11370,60.0%,5.0%,35.0%,1170
"NORTHWESTERN PALOS HOSPITAL, 12251 S 80TH ST, PALOS HEIGHTS, IL, 60463",PALOS HEIGHTS,IL,Existing,Abbott Exclusive,595,65.0%,35.0%,0.0%,5
"NORWALK HOSPITAL, 34 MAPLE STREET, NORWALK, CT, 06850",NORWALK,CT,Existing,Abbott Exclusive,1620,50.0%,5.0%,45.0%,170
"NORWEGIAN AMERICAN HOSP, 1044 N FRANCISCO AVE, CHICAGO, IL, 60622",CHICAGO,IL,Existing,Abbott Exclusive,926,50.0%,30.0%,20.0%,35
"NORWOOD HOSPITAL, 800 WASHINGTON STREET, NORWOOD, MA, 02062",NORWOOD,MA,Existing,Abbott Exclusive,0,,,,0
"NOVANT HEALTH BALLANTYNE MED CTR, 10905 PROVIDENCE RD W, CHARLOTTE, NC, 28277",CHARLOTTE,NC,Existing,Abbott Exclusive,196,,,,0
"NOVANT HEALTH BRUNSWICK MEDICAL CTR, 240 HOSPITAL DRIVE NE, BOLIVIA, NC, 28422",BOLIVIA,NC,Existing,Abbott Exclusive,342,50.0%,50.0%,0.0%,17
"NOVANT HEALTH FORSYTH MEDICAL CTR, 3333 SILAS CREEK PARKWAY, WINSTON SALEM, NC, 27103",WINSTON SALEM,NC,Existing,Abbott Exclusive,4359,70.0%,15.0%,15.0%,335
"NOVANT HEALTH HUNTERSVILLE MED CTR, 10030 GILEAD ROAD, HUNTERSVILLE, NC, 28078",HUNTERSVILLE,NC,Existing,Abbott Exclusive,2090,70.0%,10.0%,20.0%,90
"NOVANT HEALTH MATTHEWS MEDICAL CTR, 1500 MATTHEWS TOWNSHIP PARKWAY, MATTHEWS, NC, 28105",MATTHEWS,NC,Existing,Abbott Exclusive,2585,75.0%,5.0%,20.0%,60
"NOVANT HEALTH MINT HILL MED CTR, 8201 HEALTHCARE LOOP, CHARLOTTE, NC, 28215",CHARLOTTE,NC,Existing,Abbott Exclusive,546,75.0%,25.0%,0.0%,0
"NOVANT HEALTH PRESBYTERIAN MED CTR, 200 HAWTHORNE LANE, CHARLOTTE, NC, 28204",CHARLOTTE,NC,Existing,Abbott Exclusive,5989,80.0%,4.0%,16.0%,307
"NOVANT HEALTH ROWAN MEDICAL CTR, 612 MOCKSVILLE AVENUE, SALISBURY, NC, 28144",SALISBURY,NC,Existing,Abbott Exclusive,1077,40.0%,40.0%,20.0%,12
"NOVANT HEALTH THOMASVILLE MED CTR, 207 OLD LEXINGTON ROAD, THOMASVILLE, NC, 27360",THOMASVILLE,NC,Existing,Abbott Exclusive,624,50.0%,40.0%,10.0%,10
"NW MEDICINE CENTRAL DUPAGE HOSP, 25 NORTH WINFIELD ROAD, WINFIELD, IL, 60190",WINFIELD,IL,Existing,Abbott Exclusive,2618,55.0%,8.0%,37.0%,353
"NW MEDICINE DELNOR HOSPITAL, 300 RANDALL ROAD, GENEVA, IL, 60134",GENEVA,IL,Existing,Abbott Exclusive,1230,68.0%,5.0%,27.0%,115
"NYP / COLUMBIA UNIV MEDICAL CENTER, 630 WEST 168TH STREET, NEW YORK, NY, 10032",NEW YORK,NY,Existing,Abbott Exclusive,4250,30.0%,25.0%,45.0%,700
"NYP / LOWER MANHATTAN HOSPITAL, 170 WILLIAM STREET, NEW YORK, NY, 10038",NEW YORK,NY,Existing,Abbott Exclusive,2250,40.0%,15.0%,45.0%,247
"NYP / THE ALLEN HOSPITAL, 5141 BROADWAY, NEW YORK, NY, 10034",NEW YORK,NY,Existing,Abbott Exclusive,2170,15.0%,30.0%,55.0%,120
"NYP / WEILL CORNELL MEDICAL CENTER, 525 EAST 68TH STREET, NEW YORK, NY, 10065",NEW YORK,NY,Existing,Abbott Exclusive,7300,30.0%,30.0%,40.0%,798
"NYP BROOKLYN METHODIST HOSPITAL, 506 SIXTH STREET, BROOKLYN, NY, 11215",BROOKLYN,NY,Existing,Abbott Exclusive,4400,40.0%,10.0%,50.0%,400
"NYP HUDSON VALLEY HOSPITAL, 1980 CROMPOND ROAD, CORTLANDT MANOR, NY, 10567",CORTLANDT MANOR,NY,Existing,Abbott Exclusive,848,64.0%,3.0%,33.0%,85
"NYP LAWRENCE HOSPITAL, 55 PALMER AVENUE, BRONXVILLE, NY, 10708",BRONXVILLE,NY,Existing,Abbott Exclusive,953,47.0%,40.0%,13.0%,35
"NYP QUEENS, 56 45 MAIN STREET, FLUSHING, NY, 11355",FLUSHING,NY,Existing,Abbott Exclusive,3096,31.0%,25.0%,44.0%,402
"OAKLAWN HOSPITAL, 200 NORTH MADISON AVENUE, MARSHALL, MI, 49068",MARSHALL,MI,Existing,Abbott Exclusive,740,60.0%,40.0%,0.0%,0
"OCHSNER BAPTIST, 2700 NAPOLEON, NEW ORLEANS, LA, 70115",NEW ORLEANS,LA,Existing,Abbott Exclusive,2705,60.0%,20.0%,20.0%,400
"OCHSNER LSU HEALTH MONROE, 4864 JACKSON STREET, MONROE, LA, 71202",MONROE,LA,Existing,Abbott Exclusive,984,14.0%,60.0%,26.0%,125
"OCHSNER LSU HEALTH SHREVEPORT, 1541 KINGS HIGHWAY, SHREVEPORT, LA, 71103",SHREVEPORT,LA,Existing,Abbott Exclusive,90,14.0%,56.0%,30.0%,10
"OCHSNER LSU ST MARY MEDICAL CTR, 1 ST MARY PLACE, SHREVEPORT, LA, 71101",SHREVEPORT,LA,Existing,Abbott Exclusive,1919,20.0%,45.0%,35.0%,594
"OCHSNER MED CTR -  WEST BANK, 2500 BELLE CHASSE HWY, GRETNA, LA, 70056",GRETNA,LA,Existing,Abbott Exclusive,1315,22.0%,23.0%,55.0%,90
"OCHSNER MED CTR-BATON ROUGE, 17000 MEDICAL CENTER DR, BATON ROUGE, LA, 70816",BATON ROUGE,LA,Existing,Abbott Exclusive,1330,50.0%,20.0%,30.0%,130
"OCHSNER MED CTR-KENNER, 180 W ESPLANADE, KENNER, LA, 70065",KENNER,LA,Existing,Abbott Exclusive,960,33.0%,25.0%,42.0%,10
"OCHSNER MEDICAL CENTER, 1514 JEFFERSON HWY, JEFFERSON, LA, 70121",JEFFERSON,LA,Existing,Abbott Exclusive,1036,0.0%,0.0%,100.0%,1036
"OCHSNER SAINT MARY, 1125 MARGUERITE STREET, MORGAN CITY, LA, 70380",MORGAN CITY,LA,Lost,Abbott Exclusive,423,30.0%,55.0%,15.0%,7
"OCHSNER ST ANNE HOSP, 4608 LOUISIANA HWY 1, RACELAND, LA, 70394",RACELAND,LA,Existing,Abbott Exclusive,302,65.0%,25.0%,10.0%,20
"OCONEE MEMORIAL HOSPITAL, 298 MEMORIAL DRIVE, SENECA, SC, 29672",SENECA,SC,Existing,Abbott Exclusive,507,40.0%,45.0%,15.0%,22
"ODESSA REGIONAL MEDICAL CENTER, 520 EAST SIXTH STREET, ODESSA, TX, 79761",ODESSA,TX,Existing,Abbott Exclusive,2933,51.0%,11.0%,38.0%,442
